Titulo,Categoria,Resumo,Status
"Bolsonaro 'acreditava sinceramente'
que cloroquina seria eficaz contra a Covid, diz vice-PGR",politica,Lindôra Araújo afirma não ver indícios de que Bolsonaro soubesse da 'absoluta ineficácia' do suposto tratamento. CPI viu indícios do crime de charlatanismo; PGR defende arquivamento.,True
Quanto tempo falta para as eleições?,politica,Cronômetro do g1 mostra quanto tempo falta para pleito deste ano. Votação vai começar às 8h nos estados que acompanham horário de Brasília. Veja datas do calendário eleitoral de 2022 nesta reportagem.,True
Moraes envia à PGR pedido da PF para prorrogar prisão de homem que ameaçou Lula e ministros do STF,politica,Policiais afirmaram ao Supremo que é preciso mais prazo para que os agentes possam terminar a análise de documentos referentes à investigação. PGR se manifestou a favor da prorrogação da prisão.,True
"CPI da Covid: pedidos da PGR para arquivar apurações é 'blindagem às vésperas da eleição', diz relator",politica,"Nesta segunda, Procuradoria pediu ao STF arquivamento de sete das dez apurações sobre Bolsonaro, ministros e ex-ministros. Para Renan Calheiros, medida 'não surpreende ninguém'. ",True
"PGR pede ao STF arquivamento de investigação de Pacheco, Alcolumbre e Marcos do Val por suspeita de corrupção",politica,"Senador Marcos do Val (Podemos-ES) disse que pôde indicar R$ 50 milhões em emendas de relator como 'gratidão' por ter apoiado Pacheco para presidência do Senado. Para o MP, não há indícios de irregularidades. ",True
"Adélio, autor da facada em Bolsonaro, passa por nova perícia médica e laudo sairá em até 30 dias ",politica,Exame foi realizado no Presídio de Campo Grande (MS) por peritos da Justiça Federal nesta segunda-feira (25). Atentado ocorreu em 6 de setembro de 2018 em Juiz de Fora (MG).,True
"Entenda por que a Codevasf, estatal alvo de investigações, é cobiçada por políticos",politica,"Empresa pública foi criada para obras de irrigação na bacia do São Francisco, mas teve atuação e orçamento expandidos. PF e CGU apuram possível corrupção nos contratos da companhia.",True
PGR pede ao STF arquivamento de apurações sobre Bolsonaro e ministros abertas com base na CPI da Covid,politica,"Procuradoria defendeu arquivar apurações das acusações da CPI de charlatanismo, prevaricação, infração de medida sanitária, uso irregular de verba e epidemia com resultado de morte.",True
"5G começa a operar nesta sexta-feira em Belo Horizonte, João Pessoa e Porto Alegre, diz Anatel",politica,"Primeira cidade a receber foi Brasília; 5G oferece mais velocidade para baixar e enviar arquivo, redução do tempo de resposta e conexão estável. Capitais devem ter sinal até fim de setembro.",True
Economia quer que estatais paguem mais dividendos para compensar gastos da União em ano eleitoral ,politica,"Secretário citou o aumento dos gastos sociais implementados pela 'PEC Kamikaze'. Compensação não é obrigatória, mas Economia pretende passar imagem de responsabilidade fiscal. ",True
Relatório da CGU vê sobrepreço em licitação da Codevasf na Bahia,politica,"Órgão gere obras nas regiões Nordeste, Norte e Centro-Oeste. Segundo CGU, edital para compra de tubos foi mantido mesmo após recomendação contrária; g1 tenta contato com a Codevasf.",True
"Governo deverá prever Auxílio Brasil de R$ 400 no Orçamento de 2023, diz secretário",politica,"Valor é menor que os R$ 600 que o governo vai pagar, excepcionalmente, nos meses que antecedem eleição. Candidato à reeleição, Bolsonaro disse que R$ 600 serão mantidos.",True
"Gastos de brasileiros no exterior somaram US$ 1,1 bi em março, maior valor em mais de dois anos",politica,Resultado foi divulgado nesta segunda (25) pelo BC; greve de servidores adiou divulgação. Esta foi a primeira vez que o resultado ultrapassou US$ 1 bi desde o início da pandemia.,True
"Com Cesar Maia na vice, Freixo define o 'seu Alckmin' para a eleição no Rio",politica,Candidato já havia dito que buscava um vice mais à direita para repetir o que Lula fez no âmbito nacional.,True
"Adélio, autor da facada em Bolsonaro, passa por perícia médica e pode ter liberdade determinada pela Justiça",politica,Ele foi considerado inimputável e a Justiça impôs medida de segurança de internação. Atentado ocorreu em 6 de setembro de 2018 em Juiz de Fora (MG).,True
"Analistas do mercado reduzem estimativa de inflação em 2022 para 7,30% e veem alta maior do PIB",politica,"Esta é a quarta queda semanal seguida na estimativa divulgada pelo Banco Central. Previsão de alta do PIB passou de 1,75% para 1,93%. ",True
"Jingles para presidente de 2022 têm piseiro de Lula, sertanejo de Bolsonaro, pagode de Ciro e feminejo de Tebet ",politica,Ouça primeiros jingles dos pré-candidatos. Lula tem forró da 'saudade do ex'; Bolsonaro tem sertanejo para 'vencer de novo'; Ciro tem pagode sobre 'novo olhar' e Tebet tem feminejo da 'coragem da guerreira'.,True
PL diz ao TSE que encontro de Bolsonaro com embaixadores não foi eleitoral,politica,"Em manifestação à corte, partido ao qual Bolsonaro está filiado disse que evento foi um ato do governo e que não representou propaganda antecipada. ",True
"Ao lado de Lula, Camilo Santana rompe com Ciro e anuncia Elmano de Freitas como pré-candidato do PT ao governo do Ceará",politica,"O anúncio foi feito por meio das redes sociais na noite deste domingo (24). Pela manhã do mesmo dia, o PDT oficializou a candidatura de Roberto Claudio ao cargo, desfazendo a aliança que mantinha com o PT no Ceará até então.",True
Unidade Popular (UP) lança oficialmente Leonardo Péricles como candidato à Presidência da República,politica,"Candidatura é a primeira do partido, registrado em 2019, em uma disputa presidencial. Vice é a dentista mineira Samara Martins, moradora da capital potiguar há quase 10 anos. ",True
"Perícia que pode determinar liberdade de Adélio, autor da facada em Bolsonaro, será feita nesta segunda",politica,"Ele foi considerado inimputável e a Justiça impôs medida de segurança de internação, cujo prazo para nova avaliação médica dele se encerraria em 14 de junho de 2022. Atentado ocorreu em 6 de setembro de 2018 em Juiz de Fora.",True
Bolsonaro é lançado candidato à reeleição em evento com ataque ao STF e discurso de Michelle,politica,General Braga Netto foi anunciado como vice da chapa.,True
PL promove megaevento no Rio para formalizar candidatura de Bolsonaro à reeleição,politica,Convenção nacional terá estrutura de comício e espera mobilizar ao menos 10 mil pessoas. Nome do general Walter Braga Netto deve ser anunciado para vaga de vice. ,True
UP aprova em convenção neste domingo nome do único homem negro entre os presidenciáveis,politica,Leonardo Péricles será oficializado como presidenciável em convenção nacional neste domingo em Natal. Partido Unidade Popular foi fundado em 2019 por integrantes de movimentos sociais.,True
Prisão de homem que ameaçou Lula e ministros do STF é mantida após audiência de custódia,politica,"Ivan Rejane foi preso nesta sexta (22) por ordem de Alexandre de Moraes. Em vídeo, homem diz que iria 'caçar' o ex-presidente, alguns integrantes do PT e ministros do Supremo. ",True
Haddad é confirmado candidato ao governo de SP pelo PT,politica,"Anúncio foi feito na convenção do partido, que acontece na Assembleia Legislativa de São Paulo na manhã deste sábado (23). Evento também aprovou indicação de Márcio França (PSB) como candidato ao Senado pela chapa com o PT.",True
Conta de luz: Aneel avalia reajustar tarifas de sete distribuidoras que apontam prejuízos na pandemia,politica,"Companhias citam, por exemplo, perda de faturamento por redução de mercado e aumento da inadimplência. Diretoria vai analisar demandas; resultado pode afetar contas residenciais.",True
"Adversários na eleição para presidente, PL de Bolsonaro e PT de Lula estão juntos no Amapá: partidos apoiam o mesmo candidato ao governo do estado",politica,Equipe ligada à campanha de Clécio (Solidariedade) diz que coligações foram firmadas em prol de ideias para o desenvolvimento do estado. PDT de Ciro Gomes e outros sete partidos também formam a aliança.,True
"Após quatro anos como deputado, André Janones tentará Presidência; Avante aprova nome neste sábado",politica,"Convenção nacional do partido em Belo Horizonte oficializará candidatura do parlamentar, terceiro deputado mais votado em Minas e quarto colocado em pesquisas de presidente.",True
"Governo faz terceiro bloqueio do ano e trava mais R$ 6,74 bilhões do Orçamento 2022",politica,"Bloqueio deve atingir gastos não obrigatórios do governo, reduzindo ainda mais verbas para custeio e investimento. Teto de gastos limita despesas da União à inflação do ano anterior.",True
"'Não vão tirar a única mulher competitiva' da disputa, diz Simone Tebet em meio a racha do MDB sobre apoio a Lula no 1º turno",politica,"Líderes do MDB querem adiar convenção do partido prevista para o dia 27 de julho para 5 de agosto, data limite para que partidos confirmem seus candidatos às eleições deste ano. Tebet diz que sua candidatura está incomodando. ",True
"Em 3 anos, registros de armas de fogo aumentaram 219% na Amazônia Legal",politica,"Levantamento do Instituto Igarapé mostra que a região que compreende nove estados está na contramão do país. Enquanto o número de homicídios cai nacionalmente, nestes locais, há um crescimento.",True
"'Você se solidarize com essas pessoas', diz Bolsonaro sobre mortes em operação no RJ",politica,"Questionado sobre mortes em operação policial no Rio, Bolsonaro diz: 'Você se solidarize com essas pessoas'",True
"Questionado sobre mortes em operação policial no Rio, Bolsonaro diz: 'Você se solidarize com essas pessoas'",politica,"Presidente lamentou apenas a morte de policial militar, que faleceu durante a operação, e disse que ligou nesta sexta (22) para irmã do PM. Ação deixou 18 mortos nesta quinta-feira (21) no Complexo do Alemão. ",True
Marcelo Freixo confirma Cesar Maia como vice na chapa ao governo do RJ,politica,"Candidato do PSB definiu como uma honra contar com o tucano na disputa com o atual governador, Claudio Castro (PL). ""O momento é de união e foco"", disse.",True
"Reunião com embaixadores para atacar as urnas atrapalhou Bolsonaro, avalia QG da reeleição",politica,Grupo calcula que iniciativa do presidente pode tirar dois pontos percentuais ou mais nas próximas pesquisas.,True
Justiça suspende resolução da Câmara que tornava Eduardo Cunha inelegível,politica,"Decisão, do TRF-1, é referente a resolução de 2016, que determinou perda de mandato do parlamentar. Cunha acionou Justiça alegando vícios na medida, e disse que poderia ser prejudicado injustamente se impedido de concorrer nas eleições deste ano.",True
TSE cria grupo de trabalho para combater violência política nas eleições,politica,Tribunal justificou que tomou a decisão após verificar relatos de agressão a cidadãos por motivação política e atentados contra a liberdade de imprensa. ,True
Comitiva de organizações brasileiras vai aos EUA pedir respaldo para o resultado das eleições de outubro,politica,"Grupo se reunirá com Departamento de Estado norte-americano, parlamentares e embaixadores da OEA para pedir que ajudem a validar as urnas do Brasil, que têm sofrido ataques de Bolsonaro.",True
Justiça aceita denúncia e torna réus três investigados pelos assassinatos de Bruno Pereira e Dom Phillips,politica,"Amarildo da Costa, Oseney da Costa e Jefferson da Silva foram presos no decorrer das investigações. MPF entende que eles devem responder por duplo homicídio qualificado e ocultação de cadáver. ",True
Teto de gastos: o que dizem os pré-candidatos à Presidência ,politica,Regra limita gastos e investimentos públicos até 2036. G1 levanta as declarações dos presidenciáveis sobre temas relevantes aos brasileiros.,True
"Em documento, Fiesp pede a candidatos a presidente compromisso com a democracia e com estado de direito",politica,"Federação das indústrias de SP lista diretrizes que serão entregues aos candidatos. Texto diz ainda que a ""sinergia entre os setores público e privado é fundamental"" para reconstruir um país de investimentos, inovação e que gera empregos.",True
"Sem citar outras 17 vítimas, Bolsonaro lamenta morte de PM em operação no Complexo do Alemão no RJ",politica,"Além do policial militar, entre os mortos estão uma moradora e 16 suspeitos. Declaração do presidente foi feita durante transmissão ao vivo em suas redes sociais nesta quinta-feira (21). ",True
Bolsonaro nomeia para juiz do TRT no Piauí advogado de preso em operação da Polícia Federal ,politica,Decreto com nomeação foi publicado nesta quinta no 'Diário Oficial'. 'Eduardo Imperador' foi preso nesta quarta no Maranhão por suspeita de fraudes em licitações da Codesvasf.  ,True
Governadores cumpriram menos da metade das promessas de mandato,politica,Monitoramento é feito desde a posse dos políticos por jornalistas de todo o país.,True
"A menos de um mês da data prevista para pagamento de auxílio, governo pede dados de taxistas a prefeituras",politica,"Ministério do Trabalho pretende pagar primeiro lote do benefício em 16 de agosto. Dados são essenciais para liberação do auxílio. Caminhoneiros devem receber ""voucher"" dia 9.",True
Eleições 2022: quem são os candidatos à Presidência da República,politica,"Primeiro turno será em 2 de outubro. Convenções que definem candidatos começaram em 20 de julho e vão até 5 de agosto. Até o momento, Ciro e Lula oficializaram candidatura.",True
"Por 2 eleitores, Borá (SP) volta a ser o menor colégio eleitoral do Brasil; veja a lista",politica,A cidade paulista já tinha ocupado a posição em 2006. Segundo menor colégio é Araguainha (MT).,True
Entenda por que 569 cidades brasileiras têm mais eleitores do que a estimativa de população do IBGE,politica,"Defasagem na contagem de habitantes pelo instituto, disputas territoriais e migrações explicam a discrepância, segundo especialistas.",True
Valor de emendas de relator para Codevasf dobra após pedido de líderes partidários,politica,"Relator do Orçamento de 2022 disse que aumento foi autorizado por portaria da Economia após acerto entre parlamentares. Previsão subiu de R$ 610 milhões para R$ 1,2 bilhão.",True
Embaixada britânica diz que confia no processo eleitoral brasileiro e que urnas são seguras,politica,"Nota foi divulgada três dias após Bolsonaro ter repetido, em encontro com diplomatas, suspeitas já desmentidas sobre eleições e urnas. Chefe da embaixada britânica não esteve na reunião.",True
Aras posta vídeo gravado há dez dias no qual defende sistema eleitoral: 'Não aceitamos alegação de fraude',politica,"Vídeo é de entrevista que procurador-geral deu no dia 11 à imprensa estrangeira. Em texto introdutório, não cita reunião de Bolsonaro com embaixadores, mas 'últimos acontecimentos'.  ",True
"Bolsonaro manda vídeo pela redução da tarifa comum, mas não vai à reunião do Mercosul",politica,"Todos os outros presidentes do bloco compareceram ao encontro, que ocorreu no Paraguai. Nesta quarta-feira (20), Mercosul anunciou acordo para reduzir em 10% a Tarifa Externa Comum.  ",True
YouTube mantém vídeo de ataque às urnas eletrônicas feito por Bolsonaro em encontro com embaixadores,politica,"Plataforma havia retirado do ar outro conteúdo com ataque similar feito pelo presidente em 2021; desta vez, a empresa alega que não foram encontradas violações às políticas de comunidade no vídeo desta segunda-feira (18).",True
"Pesquisa Ipec: Castro tem 20%, e Freixo, 14% na disputa pelo Governo do RJ ",politica,"Os dois candidatos estão tecnicamente empatados no limite da margem de erro, que é de 3 pontos percentuais para mais ou para menos. ",True
Fachin dá 5 dias para Bolsonaro se manifestar em ações sobre reunião com embaixadores,politica,"Ações foram apresentadas por PDT, Rede, PCdoB e PT. Na segunda (18), Bolsonaro se reuniu com embaixadores e repetiu, sem provas, suspeitas já esclarecidas sobre urnas eletrônicas.",True
Ex-gestores da Caixa denunciaram em 2020 gestão abusiva e perseguição sob Pedro Guimarães,politica,Grupo diz que mais de 500 profissionais foram obrigados a aceitar rebaixamento de funções e mudança de local de trabalho sem critério. Investigação não foi ainda concluída. Procurador afirma que precisa ouvir mais testemunhas.,True
Lula e Alckmin participam de evento com setor cultural no Recife,politica,"Chamado de 'chuchu' em tom de brincadeira, Alckmin disse que não vai esquecer os produtores do legume. Durante evento, Lula dançou frevo antes de discursar e prometer recriar Ministério da Cultura.",True
"Arrecadação do governo federal sobe 18%, bate recorde e atinge R$ 181 bi em junho, informa Receita",politica,"Valor abrange arrecadação com impostos, contribuições e demais receitas. No acumulado do primeiro semestre deste ano, também houve aumento na comparação com 2021.",True
PT oficializa candidatura de Lula à Presidência da República durante convenção em São Paulo,politica,"O petista não participou do evento por estar em viagem a Pernambuco. É a sexta vez que ele disputará a Presidência, agora com Geraldo Alckmin (PSB) de vice.  ",True
Ex-mulher de Bolsonaro falta a depoimento sobre suposto tráfico de influência do filho 'zero quatro',politica,"Depoimento à Polícia Federal deveria ter ocorrido na semana passada, e agora a corporação vai marcar uma nova data. Inquérito investiga se Jair Renan usou laços familiares para conseguir reunião de empresa com o governo.",True
Bolsonaro sanciona projeto que estende participação no Pronatec para instituições de assistência rural,politica,"Programa Nacional de Acesso ao Ensino Técnico e Emprego oferece bolsas de estudo e cursos, de forma gratuita, para jovens de adultos de baixa renda. ",True
Veja lista de quem mais paga anúncio político no Google,politica,"Plataforma recebeu R$ 1,34 milhão em publicidade ligada à política desde novembro de 2021. Divulgação ocorre após acordo de maior transparência com a Justiça Eleitoral.",True
"Com Lula em Pernambuco, PT faz reunião 'protocolar' em SP para formalizar chapa presidencial",politica,"Chapa com o ex-governador paulista Geraldo Alckmin (PSB) como vice será aprovada pela federação de partidos integrada por PT, PV e PCdoB. Lula disputará presidência pela sexta vez. ",True
Eleições: o que levar no dia da votação,politica,"Brasileiros que forem às urnas devem levar obrigatoriamente um documento pessoal com foto e, se possível, o título de eleitor – físico ou digital – à zona eleitoral para poder votar.",True
Eleições: O que é um voto em branco ,politica,"Opção ocorre quando eleitor digita a tecla ""branco"" na urna. Como o voto nulo, ação não tem poder para invalidar uma eleição.",True
Eleições: O que é um voto nulo? ,politica,Configura a ação quando o eleitor vota em número que não representa nenhum candidato. Votos nulos não tem poder para anular eleição. ,True
Eleições: O que é cabo eleitoral?,politica,Cabo eleitoral é o indivíduo encarregado de obter votos para certo partido ou candidato. ,True
Eleições: como é eleito um deputado federal,politica,Partidos e federações devem superar o quociente eleitoral para ter direito a cadeiras na Assembleia Legislativa.,True
Eleições: como é eleito um deputado estadual ,politica,Partidos e federações devem superar o quociente eleitoral para ter direito a cadeiras na Assembleia Legislativa.,True
Petrobras: governo insiste em indicar para Conselho nomes que estatal considerou inelegíveis,politica,Comitê de Elegibilidade da estatal considerou que dois dos sete nomes indicados pelo governo são inelegíveis por conflito de interesses.,True
Partido Novo confirma Vinícius Poit como candidato ao governo de SP,politica,"Anúncio foi feito na convenção virtual do partido, evento exclusivo para afiliados, nesta quarta-feira (20). A guarda municipal aposentada Doris Alves será a vice.",True
Defesa de Bolsonaro nega caráter eleitoral e pede que TSE rejeite ação sobre discurso de ódio,politica,Advogados dizem que é 'leviano' e 'irresponsável' vincular falas de Bolsonaro a atos de violência como o assassinato do tesoureiro do PT Marcelo Arruda. Ação foi apresentada por seis partidos.,True
Corregedoria vai apurar conduta de procurador do MPF que defende 'obrigação sexual' de mulheres,politica,Decisão da corregedora Célia Delgado deve ser publicada nesta quinta. Procurador escreveu em mensagens de sistema interno sobre 'obrigação sexual' de mulheres no casamento.,True
"Não há 'qualquer registro de fraude' na história da urna eletrônica, dizem servidores da Abin em nota",politica,"Texto aponta que 'inteligência de Estado' ajudou a criar e aperfeiçoar sistemas que garantem segurança do voto. Na segunda, Bolsonaro reuniu embaixadores e repetiu ataques às eleições.",True
Ciro ataca Lula e Bolsonaro no primeiro discurso após convenção do PDT que formalizou candidatura,politica,"'Com todas as suas diferenças, são muito parecidos', afirmou. Ele foi o primeiro presidenciável a ter a candidatura formalizada, no primeiro dia do período de convenções partidárias.",True
PL cancela inscrições 'falsas' para convenção no Rio que vai lançar candidatura de Bolsonaro e liberará entrada sem ingresso,politica,"Campanha de opositores nas redes promoveu inscrições para o Maracanãzinho com ideia de tirar ingressos de apoiadores e, assim, esvaziar o evento. Partido cancelou 40 mil reservas.",True
PL não oficializa Carlos Viana como candidato de Bolsonaro ao governo de Minas: 'Decisão fica para o diretório nacional',politica,"A convenção do PL em Minas Gerais não homologou a candidatura de Viana ao estado. Bolsonaro vem flertando com Romeu Zema (Novo), que disputa a reeleição e está liderando as pesquisas.",True
Ana Arraes participa de última sessão como presidente e ministra do Tribunal de Contas da União,politica,"Jurista completa 75 anos na próxima semana e, por isso, se aposenta do tribunal; Bruno Dantas, atual vice, assume o posto. Arraes foi a segunda mulher a comandar TCU em mais de 130 anos.",True
Reunião com embaixadores: sorteio indica Rosa Weber como relatora do pedido de investigação de Bolsonaro,politica,"Oposição foi ao STF contra presidente, que reuniu dezenas de embaixadores no Palácio da Alvorada para divulgar informações falsas sobre o processo eleitoral e as urnas eletrônicas.",True
"Procuradores pedem punição a colega que defende 'obrigação sexual' para mulheres; para presidente de associação da categoria, manifestação é 'inaceitável'",politica,"Em lista interna de mensagens, procurador escreveu que o não cumprimento do 'débito conjugal' pela esposa deve levar à 'dissolução da união' e à 'perda de todos os benefícios patrimoniais'.",True
PDT lança oficialmente Ciro Gomes como candidato à Presidência da República,politica,"Partido aprovou candidatura do ex-governador em convenção nacional do partido nesta quarta, em Brasília. Ciro, que tenta pela quarta vez chegar ao Palácio do Planalto, ainda não anunciou vice.",True
Twitter cria aba sobre eleições no Brasil com informações e serviços do TSE,politica,"Plataforma reunirá publicações feitar por fontes confiáveis, como a Justiça Eleitoral, jornalistas e especialistas. Etiqueta identificará conteúdo com desinformação.",True
"Investigação da PF mostra que garimpeiros pagaram propina em dinheiro e ouro no interior da prefeitura de Jutaí, AM",politica,Representantes foram até secretaria de Meio Ambiente para realizar pagamentos. Prefeito é suspeito ainda de possuir draga para retirar ouro de forma ilegal da região,True
Eleições 2022: convenções partidárias começam nesta sexta-feira (22) no Piauí; veja calendário,politica,Eventos formalizam as candidaturas a quatro dos cinco cargos em disputa em 2022. Calendário mostra datas dos encontros que vão definir os postulantes ao governo do estado.,True
"Insatisfeitos com o ministro da Defesa, militares da ativa dizem ao STF que não endossam ataques às urnas",politica,"Ataques do presidente Bolsonaro às urnas tem encontrado eco na postura do ministro Paulo Sérgio Nogueira, hoje visto por colegas da ativa do Exército mais como político do que como militar.",True
"Desde 2020, Caixa é cobrada pelo Ministério Público a fazer apuração independente sobre assédio",politica,"Durante investigações de assédio moral há dois anos, MP apontou que o banco só estava ouvindo funcionários próximos ao investigado e gestores. Nesta terça, Caixa decidiu desvincular a corregedoria da presidência, para dar mais transparência a apurações.  ",True
Diretor da Caixa Econômica Federal é encontrado morto na sede do banco em Brasília,politica,"Sérgio Ricardo Faustino Batista ocupava a diretoria de Controles Internos e Integridade da instituição, área que recebe denúncias sobre qualquer assunto, inclusive de assédio sexual, como as feitas contra o ex-presidente Pedro Guimarães. ",True
"Com mortes por Covid e licenças para eleição, suplentes ocupam 20% das cadeiras no Senado",politica,Suplentes assumem mandatos após licença ou renúncia dos titulares; ocupantes tentam se destacar na função. Cientista político vê 'distorção' no número de políticos que não foram votados.,True
1 em cada 7 eleitores não é obrigado a votar; percentual de voto facultativo é o maior desde 2002 no Brasil ,politica,"Maior interesse dos jovens e envelhecimento da população explicam o crescimento. Voto não é obrigatório para analfabetos, jovens de 16 e 17 anos e idosos com mais de 70 anos. Segundo especialista, voto facultativo pode ser decisivo em eleição polarizada como a deste ano. ",True
"Com incógnita sobre vice, PDT oficializa nesta quarta Ciro Gomes como candidato a presidente",politica,Partido cogita escolher candidato a vice entre os próprios filiados ou adiar o registro da chapa no Tribunal Superior Eleitoral a fim de tentar negociar coligação com outra sigla.,True
Eleições: convenções partidárias começam nesta quarta-feira (20) ,politica,Eventos formalizam as candidaturas aos 5 cargos em disputa em 2022; veja o calendário das que vão definir os postulantes à Presidência da República e consulte a lista de pré-candidatos ao governo do seu estado.,True
Procurador defende 'obrigação sexual' de mulheres e é alvo de representações no MP Federal,politica,"Em lista interna de mensagens, procurador escreveu que não cumprimento do 'débito conjugal' pela esposa deve levar à 'dissolução da união' e à 'perda de todos os benefícios patrimoniais'.",True
"Um dia após Bolsonaro atacar urnas, embaixada dos EUA diz que eleições no Brasil são 'modelo' para o mundo",politica,"Nesta segunda (18), presidente reuniu embaixadores e atacou o sistema eleitoral brasileiro. Em comunicado, embaixada disse que está confiante que eleições refletirão vontade do eleitorado. ",True
"Wal do Açaí é a única comissionada da Câmara defendida pela AGU nos últimos oito anos, diz órgão",politica,"Walderice da Conceição foi contratada como assessora de Bolsonaro quando ele era deputado e é defendida pela AGU em uma ação que acusa ela e o presidente de improbidade administrativa. Para MPF, atuação da AGU é ilegal; órgão diz estar agindo 'em sintonia com o interesse público'.",True
Pacheco dá posse a suplente do senador Eduardo Gomes no primeiro dia do recesso,politica,Pacheco dá posse a suplente do senador Eduardo Gomes no primeiro dia do recesso,True
Campanha anti-Bolsonaro nas redes reserva ingressos para convenção do PL no RJ; partido diz que tomará medidas cabíveis,politica,"Inspirados em um movimento anti-Trump em 2020, os opositores ao governo sugeriram reservar ingressos. A ideia é tirar o lugar de quem realmente queira ir e, assim, a convenção seria ""esvaziada"", segundo um dos posts dos incentivadores da campanha.",True
Temer diz que levará pedido de líderes do MDB para adiar convenção que deve homologar Tebet; Rossi afirma que data está mantida,politica,"Proposta é da ala do partido que defende apoiar Lula já no primeiro turno, e ideia é mudar data do evento de 27 de julho para 5 de agosto, data limite para que partidos confirmem seus candidatos às eleições deste ano. ",True
Procuradores nos 26 estados e no DF pedem que Aras apure ataques de Bolsonaro às eleições,politica,"Pedido aponta possível crime eleitoral e abuso de poder em apresentação a embaixadores, feita por Bolsonaro, com ataques sem provas ao sistema eleitoral. ",True
Líderes do MDB se reúnem um dia após encontro com PT para discutir se apoiam Lula no 1º turno,politica,"Partido tem a senadora Simone Tebet (MS) como pré-candidata a presidente, mas senador Eduardo Braga, do Amazonas, declarou que 11 estados vão apoiar Lula no primeiro turno. Presidente nacional da sigla, Baleia Rossi negou racha e afirmou que convenção vai oficializar Tebet.",True
Juízes eleitorais defendem urnas eletrônicas após Bolsonaro atacar sistema em evento com embaixadores ,politica,"""Só há dois tipos de pessoas que atacam as urnas eletrônicas: os incautos e os que agem de má-fé"", disse um dos magistrados. Sem provas, presidente fez apresentação com tese conspiratória de fraude nas eleições de 2014 e 2018.  ",True
Imprensa internacional compara discurso de Bolsonaro em encontro com embaixadores ao de Trump,politica,Publicações destacaram 'falas infundadas' e 'dúvidas repetidamente desmascaradas' sobre o processo eleitoral brasileiro e apontaram estratégia do presidente brasileiro parecida com a do ex-líder dos EUA Donald Trump anes de perder as eleições em seu país em 2020. ,True
"Fux reitera a Fachin confiança no processo eleitoral e repudia ataques às urnas, informa STF",politica,"Presidente do STF se manifestou um dia após Bolsonaro ter feito novos ataques sem provas às urnas eletrônicas. Presidente do TSE, Fachin também reiterou confiança no processo eleitoral.",True
Área técnica do TCU recomenda arquivar processo sobre diárias de procuradores da Lava Jato,politica,"Caso é apurado desde 2020. Para relator e MP, há indícios de irregularidades no pagamento das diárias; Dallagnol e Janot negam. Agora, com parecer da área técnica, processo segue para MP.",True
"Em reação à adesão de uma ala a Lula, dirigentes do MDB em 19 estados reiteram apoio a Tebet",politica,"Nota também foi assinada pelo presidente do partido, deputado Baleia Rossi (SP), e pelo MDB Mulher. Devido ao desempenho de Tebet nas pesquisas, setores do MDB são disputados pelo PT. ",True
Ministério Público dá 15 dias para a PRF apresentar estudos sobre uso de câmeras em abordagens,politica,"No fim de junho, MPF abriu procedimento sobre a necessidade do uso de câmeras para coibir a violência policial. Iniciativa foi tomada após a morte de Genivaldo de Jesus, asfixiado por gás dentro de uma viatura. ",True
Oposição pede ao STF investigação de Bolsonaro por ataque às urnas em reunião com embaixadores,politica,"Deputados argumentam que presidente cometeu improbidade administrativa, abuso de poder político e econômico e fez propaganda eleitoral antecipada. Eventual denúncia cabe à PGR.",True
Ministério Público do Trabalho envia nova notificação para ex-presidente da Caixa se manifestar sobre assédio,politica,"No dia 29 de junho, MPT acionou a Caixa para Pedro Guimarães se manifestar e não teve resposta. Defesa diz que Pedro Guimarães não recebeu o aviso na primeira tentativa. ",True
Aliados veem reunião de Bolsonaro com embaixadores como 'tiro no pé' e tática diversionista em meio a escândalos,politica,"Ao chamar diplomatas estrangeiros ao Planalto para ouvirem ataques infundados ao sistema eleitoral brasileiro, presidente tentou desviar foco da opinião pública das denúncias de abuso na Caixa e do assassinato de petista por um bolsonarista. Mas, para assessores, trocou 'escândalos' por 'aberração' no momento em que poderia colher frutos da ampliação de benefícios sociais.",True
"Após escândalos com Pedro Guimarães, corregedoria da Caixa passa à responsabilidade do Conselho de Administração 
",politica,"Antes, órgão era vinculado à presidência do banco. Objetivo é 'aumentar autonomia e isonomia', segundo documento divulgado pela instituição.",True
Número de eleitores com menos de 18 anos volta a crescer após duas décadas em queda,politica,"Último aumento tinha sido em 2002. Hoje são 2,1 milhões de jovens de 16 e 17 anos aptos a votar. Maior alcance de influenciadores, mudança nas campanhas do TSE e antecipação do debate eleitoral explicam o fenômeno, segundo especialista.",True
Depen abre processo para apurar conduta de agente penitenciário que matou tesoureiro do PT,politica,"Corregedoria do Departamento Penitenciário Nacional pediu compartilhamento de provas do caso em que o agente Jorge Guaranho, apoiador de Bolsonaro, disparou contra militante petista.",True
Ataques sem provas de Bolsonaro às urnas eletrônicas: o que dizem os pré-candidatos à Presidência,politica,Presidente usou Palácio da Alvorada e estrutura do governo para questionar o processo eleitoral e atacar o rival Lula e ministros do Supremo Tribunal Federal.,True
Gilmar Mendes cria comissão para buscar acordo sobre ICMS de combustíveis,politica,Ministro do Supremo é relator de duas ações sobre o tema. Grupo buscará conciliação entre União e os Estados. Colegiado deve trabalhar até novembro e ouvir especialistas em contas públicas. ,True
