Titulo,Categoria,Resumo,Data,Status
"
Lula admite derrota para Bolsonaro em discurso de 1º de maio de 2022  ",politica,"Em discurso no dia 1º de maio de 2022, ex-presidente Lula admite derrota para Jair Bolsonaro nas eleições.",03/05/2022,1
"
Vídeo mostra Copacabana lotada durante manifestações de 1º de maio de 2022  ",politica,Vídeo feito na orla da praia de Copacabana mostra local lotado para manifestações a favor do presidente Jair Bolsonaro no dia 1º de maio de 2022.,01/05/2022,1
"
Índios invadiram a governadoria da Bahia para cobrar dinheiro de passeata contra Bolsonaro  ",politica,Vídeo mostra o momento em que índios tentam invadir a governadoria da Bahia para cobrar de Rui Costa o dinheiro prometido da passeata contra Bolsonaro em Porto Seguro.,28/04/2022,1
"
Lula é envergonhado por repentista em comício no Nordeste  ",politica,"LulaEm palco de evento, repentista nordestino envergonha Lula sobre obra de transposição do São Francisco e elogio Bolsonaro",26/04/2022,1
"
Bolsonaro é vaiado e escuta gritos de “Fora, Bolsonaro” em Goiás, mostra vídeo  ",politica,"O presidente Jair Bolsonaro passou vergonha em Goiás. Durante evento, ele foi vaiado e ouviu gritos de “Fora, Bolsonaro”.",26/04/2022,1
"
Alexandre de Moraes fez vídeo com ameaças ao STF quando era advogado  ",politica,"Quando era advogado, Alexandre de Moraes fez um vídeo com ameaças ao STF. Ele disse que iria tocar fogo no Supremo Tribunal Federal e atirar em ministros.",23/04/2022,1
"
Idosa em SC teve título de eleitor cancelado pelo TSE sem motivo  ",politica,"Vídeo mostra idosa que teve título de eleitor cancelado pelo TSE, sem nenhum motivo aparente, tentando regularizar documento.",21/04/2022,1
"
Dendeleão, livro citado por Sérgio Moro, foi lançado apenas em 1995  ",politica,"Sérgio Moro disse que foi alfabetizado pelo livro Dendeleão. Porém, ele foi lançado apenas em 1995, quando o ex-ministro tinha 22 anos. Ou seja: Moro mentiu na internet.",20/04/2022,1
"
TSE proíbe Bolsonaro de reduzir o preço dos combustíveis  ",politica,"O TSE tomou a decisão de proibir o presidente Jair Bolsonaro de baixar o preço dos combustíveis em ano eleitoral. Por isso, o preço da gasolina não poderá diminuir.",19/04/2022,1
"
Dr. Avacalho Ellhys, advogado do PT, orienta sobre fraude nas urnas e pesquisa eleitorais  ",politica,"Vídeo mostra o advogado do PT, Dr. Avacalho Ellhys, falando sobre fraude nas urnas eletrônicas e pesquisas eleitorais durante as eleições de 2022.",19/04/2022,1
"
Gleisi Hoffmann presta solidariedade a donos de balsas após Bolsonaro inaugurar ponte no Acre  ",politica,"Via Twitter, a deputada federal Gleisi Hoffmann prestou “solidariedade” a donos de balsas que fazem a travessia do Rio Madeira após Bolsonaro inaugurar uma ponte no Acre.",18/04/2022,1
"
Gritaram “prendam o Bolsonaro” durante Paixão de Cristo em Nova Jerusalém (PE)  ",politica,"Durante teatro da Paixão de Cristo, em Nova Jerusalém (PE), plateia pede para prender o presidente Jair Bolsonaro.",18/04/2022,1
"
Espectador grita “prendam o Lula” durante Paixão de Cristo em Nova Jerusalém  ",politica,"Durante a encenação da Paixão de Cristo na cidade de Nova Jerusalém (PE), um espectador gritou “prendam o Lula” na hora de escolher entre Jesus e Barrabás.",18/04/2022,1
"
João Campos leva ovada durante evento no Recife (PE)  ",politica,"Vídeo mostra o momento em que o prefeito do Recife (PE), João Campos, é atingido por uma ovada durante evento na capital pernambucana.",17/04/2022,1
"
Motociata a favor de Bolsonaro teve 2 milhões de pessoas  ",politica,"A “motociata Acelera para Cristo” de 2022, a favor do presidente Jair Bolsonaro, teve a participação de 2 milhões de pessoas. Foto mostra a multidão.",16/04/2022,1
"
Bolsonaro está na frente de Lula (com 41%) em pesquisa, mas CNN tenta esconder  ",politica,"Pesquisa de intenção de voto mostra Bolsonaro com 41% e Lula com 31%, mas CNN coloca Lula em primeiro lugar.",15/04/2022,1
"
Hospital do Fundão foi reformado graças ao presidente Jair Bolsonaro  ",politica,"Em dois anos, o presidente Jair Bolsonaro reformou o Hospital Universitário do Fundão, no Rio, que permaneceu 16 anos abandonado pelo governo do PT. ",12/04/2022,1
"
Lula convocou 15 advogados para tirar do ar vídeo em que chama Dilma de “cretina” e diz que o PT é uma “organização criminosa”  ",politica,"Lula contratou 15 advogados para tirar do ar o vídeo chamado “a verdade oculta de Lula” em que diz que Dilma é “cretina, maldosa, mentirosa e safada”, que o PT é uma “organização criminosa” e que encontraram R$ 20 bilhões em sua casa.",11/04/2022,1
"
Lula está com doença grave e vai desistir da candidatura  ",politica,"Ex-presidente Lula está com uma doença grave e deve desistir da candidatura à Presidência da República, em 2022.",06/04/2022,1
"
Barroso diz “Bolsonaro será reeleito se passarem por cima do meu cadáver” em live  ",politica,"Em live com juízes franceses, o ministro do STF Luís Roberto Barroso disse as seguintes frases: “Bolsonaro será reeleito se passarem por cima do meu cadáver” e “Lula merece uma segunda chance”.",05/04/2022,1
"
Polícia prende militantes de Lula que iriam de ônibus para Fortaleza realizar saques em supermercados  ",politica,Vídeo mostra o momento em que a polícia do Ceará prendeu manifestantes que iriam de ônibus para Fortaleza realizar saques em supermercados a mando do ex-presidente Lula.,05/04/2022,1
"
Bolsonaro diz que se esquerda e Lula ganharem “vai morrer muita gente” e ameaça é registrada no Estadão  ",politica,"Ao jornal Estadão, Bolsonaro afirma que vitória de Lula e da esquerda é inaceitável e que, se isso ocorrer, muita gente vai morrer.",05/04/2022,1
"
Lula é recebido com gritos de “ladrão” em Guarapuava (PR) em 2022  ",politica,Vídeo mostra o ex-presidente Lula sendo recebido sob gritos de “ladrão” por multidão na cidade de Guarapuava (PR) em 2022.,03/04/2022,1
"
Vídeo mostra lançamento da candidatura de Bolsonaro ontem em Brasília  ",politica,Vídeo com Esplanada dos Ministérios lotada mostra o lançamento da candidatura do presidente Jair Bolsonaro ontem em Brasília.,03/04/2022,1
"
Lula dá orientação para todos os brasileiros ignorarem os partidos da “nova política”  ",politica,"A mais nova orientação do ex-presidente Lula para todos os brasileiros é de que os partidos da nova política sejam ignorados. Para tanto, ele escreveu uma mensagem.",02/04/2022,1
"
Inventário de Marisa Letícia tem investimentos de R$ 256 milhões  ",politica,"Está aí mais uma prova contra Lula. Foi descoberto que o inventário de Marisa Letícia, ex-esposa dele, tem investimentos que chegam no valor de R$ 256 milhões.",01/04/2022,1
"
Ricardo Salles traduz texto que acusa Ucrânia de ter laboratório de armas químicas  ",politica,Teoria que aponta que Rússia invadiu Ucrânia por causa de armas químicas foi traduzida para o português pelo ex-ministro do Meio Ambiente Ricardo Salles.,29/03/2022,1
"
TSE está cancelando título de eleitor de idosos com mais de 70 anos  ",politica,"O TSE resolveu cancelar título de eleitor de idosos com mais de 70 anos, porque diversos aposentados podem votar em Bolsonaro.",27/03/2022,1
"
Fogo nos carros do presidente Jair Bolsonaro foi causado por atentado da esquerda  ",politica,Incêndio em garagem dos carros presidenciais foi causado por um atentado da esquerda contra o presidente Jair Bolsonaro.,23/03/2022,1
"
Moro elogiou Alexandre de Moraes por decisão de suspensão do Telegram  ",politica,"Em tuíte, Sérgio Moro parabeniza decisão do ministro Alexandre de Moraes de bloquear o aplicativo Telegram.",22/03/2022,1
"
Lula é vaiado e chamado de ladrão em Curitiba em março de 2022  ",politica,Vídeo mostra o ex-presidente Lula sendo vaiado e chamado de ladrão. Filmagem foi feita em março de 2022 na cidade de Curitiba.,20/03/2022,1
"
Túlio Gadêlha, “marido de Fátima Bernardes”, criou projeto que prevê casamento entre pais e filhos  ",politica,"O deputado federal Túlio Gadêlha, “marido de Fátima Bernardes”, criou um projeto de lei que prevê a legalização do incesto, o casamento entre pais e filhos.",13/03/2022,1
"
Manifestantes protestam contra Lula em frente ao hotel Sheraton em Porto Alegre em 2022  ",politica,"Vídeo de manifestantes em frente ao hotel Sheraton, em Porto Alegre, gravado no ano de 2022 mostra que as pesquisas de opinião são uma farsa e que Lula não está em primeiro lugar.",12/03/2022,1
"
Doria e filho de Lula são sócios na vacina Coronavac , diz PF em inquérito nº 20221345  ",politica,"Por meio do inquérito de número 20221345, a Polícia Federal descobriu que João Doria e o filho do ex-presidente Lula são sócios na vacina Coronavac.",09/03/2022,1
"
Homem tentou realizar atentado contra Bolsonaro durante motociata em 2022  ",politica,Vídeo de “motociata” em São José dos Campos (interior de São Paulo) mostra o momento em que um homem tentou realizar um atentado contra o presidente Jair Bolsonaro. Ele foi preso com um objetivo perfurocortante.,07/03/2022,1
"
Lula diz que vai acabar com o Pix quando assumir a Presidência  ",politica,"O ex-presidente Lula declarou que, assim que assumir a Presidência da República, vai acabar com o sistema de pagamentos Pix. Notícia foi dada pelo portal g1.",06/03/2022,1
"
Marcela Temer se separou de Michel Temer e terminou o casamento com uma carta  ",politica,A ex-primeira-dama Marcela Temer se separou do ex-presidente Michel Temer. Ela deixou a casa e o casamento por meio de uma carta (o que é uma ironia).,04/03/2022,1
"
Maduro ameaça Brasil e Bolsonaro após declarar apoio a Putin e Rússia em 2022  ",politica,"Vídeo mostra que, depois de declarar apoio à Rússia e a Vladimir Putin em 2022, Nicolás Maduro ameaçou atacar o Brasil e o presidente Jair Bolsonaro. Trata-se de uma armação da esquerda.",01/03/2022,1
"
Bolsonaro foi à Rússia para entregar dossiê do Exército contra o STF, evitar fraude das urnas e dar xeque-mate no sistema  ",politica,Bolsonaro viajou à Rússia para entregar um dossiê das Forças Armadas contra o STF e as urnas eletrônicas,01/03/2022,1
"
Lula foi flagrado bêbado, “mijado” e caído em Davos, durante Fórum Econômico  ",politica,"Fotos mostram que o ex-presidente Lula foi flagrado bêbado, mijado e caído durante o Fórum Econômico Mundial, em Davos, no ano de 2003.",25/02/2022,1
"
Maria do Rosário e Dilma Rousseff assumem relacionamento amoroso  ",politica,A deputada federal Maria do Rosário e a ex-presidente Dilma Rousseff assumiram um relacionamento amoroso. Elas falaram que vão se casar após a posse de Lula em 2023. G1 deu a notícia.,21/02/2022,1
"
Rússia vai montar fábrica de aviões no Brasil, vender combustível barato, triplicar importações e virar parceiro em manobras militares  ",politica,"Informações da Rússia dão conta que visita de Bolsonaro a Putin rendeu um acordo para fábrica de aviões no Brasil, convite para Brasil presenciar manobras militares, triplicação de exportações e importação de petróleo a baixo custo.",20/02/2022,1
"
Áudio de Lula mandando matar Palocci vaza na internet  ",politica,Áudio mostra conversa do ex-presidente Lula com Rui Falcão no qual ele chora e mandar matar Antonio Palocci.,18/02/2022,1
"
Arnaldo Jabor escreveu texto com elogios a Bolsonaro e críticas a opositores  ",politica,"O texto que começa com a frase “Bolsonaro é um tipo de cara sem etiqueta”, tem críticas à opositores e elogios ao presidente do Brasil.",17/02/2022,1
"
Putin agradece Bolsonaro por ter evitado a guerra entre Rússia e Ucrânia, mostra vídeo  ",politica,"Em vídeo, o presidente da Rússia, Vladimir Putin, revelou que Bolsonaro o aconselhou e não realizar ataques contra a Ucrânia. Putin agradeceu Bolsonaro por evitar a guerra.",15/02/2022,1
"
Bolsonaro evita 3º Guerra Mundial e vai ganhar Nobel da Paz, apontam CNN e Time  ",politica,"Com visita à Rússia, Bolsonaro evitou a 3ª Guerra Mundial e agora é candidato ao Prêmio Nobel da Paz. A prova disso são publicações da CNN e da revista Time.",15/02/2022,1
"
Prédio da Localiza em Belo Horizonte exibe mensagem Bolsonaro 2022  ",politica,"Em Belo Horizonte (MG), prédio da Localiza exibe mensagem “BH é Bolsonaro”, em apoio ao presidente nas eleições de 2022. ",15/02/2022,1
"
Lula desistiu e não será mais o candidato do PT em 2022 após revelações de Adélio  ",politica,"Urgente: confirmado! Após revelação de Adélio de que o PT o pagou para matar Bolsonaro, Lula desistiu e não será mais candidato às eleições de 2022.",15/02/2022,1
"
Adélio Bispo abre o jogo e diz que o PT o contratou para matar Bolsonaro  ",politica,"Em depoimento à Polícia Federal, Adélio Bispo admitiu que a facada em Bolsonaro foi dada a mando do PT. Ele disse que a campanha de Haddad mandou matar Bolsonaro.",14/02/2022,1
"
Bolsonaro diz que se alistaria no exército de Hitler, mostra vídeo  ",politica,Vídeo de entrevista do presidente Jair Bolsonaro ao programa CQC mostra que ele revelou que gostaria de se alistar ao exército de Adolf Hitler na Alemanha nazista.,12/02/2022,1
"
Lula se solidariza com Renato Freitas após vereador invadir igrejas e ser preso  ",politica,"O ex-presidente Lula fez publicação em solidariedade a Renato Freitas após o vereador invadir igrejas, agredir fiéis e ser preso por isso.",12/02/2022,1
"
Bolsonaro cria postos de combustíveis sem cobrança de impostos e preço da gasolina de R$ 2,80 por litro  ",politica,"Para diminuir o valor dos combustíveis, Bolsonaro cria rede de postos que não pode receber cobrança de ICMS. Com isso, preço da gasolina e do diesel foi para R$ 2,80.",11/02/2022,1
"
PT está planejando matar Lula em atentado para ganhar as eleições  ",politica,"Áudio denuncia que o PT tem um plano para as eleições 2022: matar o ex-presidente Lula em um atentado. Plano seria o transformar em um mártir já que, no momento, Lula não elege nem deputado federal.",10/02/2022,1
"
Lula diz, em tuíte de apoio a Renato Freitas, que “nem Deus vai mandar mais do que ele” e que “igrejas terão benefícios cortados”  ",politica,"O ex-presidente Lula disse, em publicação de solidariedade ao vereador de Curitiba Renato Freitas, que a igreja vai ter seus benefícios cortados, vão pagar imposto e que, no Brasil, ninguém vai mandar mais que ele, nem Deus.",10/02/2022,1
"
Moro foi escolhido para inocentar políticos no caso Banestado em troca de Apae para Rosângela Moro  ",politica,"Um escândalo foi revelado. Sérgio Moro, na realidade, foi colocado no caso Banestado para inocentar políticos. O prêmio dele foi a entrega da administração da Apae para Rosângela Moro.",08/02/2022,1
"
Comparação de prédios do CDHU prova que era Bolsonaro é melhor do que era Lula  ",politica,Vídeo mostra prédios do CDHU da era Lula e da era Bolsonaro e prova que conjuntos habitacionais de Bolsonaro são melhores.,03/02/2022,1
"
Bolsonaro recebe aposentadoria de R$ 68 mil, mostra extrato  ",politica,"Extrato do INSS mostra que o presidente Jair Bolsonaro recebe R$ 68.548,32 de aposentadoria do Exército e aposentadoria especial como deputado federal.",02/02/2022,1
"
Bolsonaro usa Forças Armadas para fabricar lanchas escolares  ",politica,Vídeo mostra projeto do presidente Jair Bolsonaro em que ele se utilizada das Forças Armadas para fabricar lanchas que levam crianças para escolas.,02/02/2022,1
"
Talíria Petrone, deputada do PSOL, quer criar a profissão de ladrão com direito a aposentadoria  ",politica,"A deputada federal Talíria Petrone (do PSOL) sugeriu projeto de lei para criar a profissão de ladrão. Função terá, inclusive, direito a aposentadoria.",29/01/2022,1
"
Correios compram avião graças “ao fim da corrupção” e ao governo Bolsonaro  ",politica,Vídeo mostra que os Correios conseguiram comprar um avião. Tudo isso ocorreu graças ao “fim da corrupção” e por causa do presidente Jair Bolsonaro.,29/01/2022,1
"
Haddad é flagrado comemorando implantação do comunismo do PT no Brasil  ",politica,Vídeo mostra Fernando Haddad e Gleisi Hoffmann comemorando a implantação do comunismo no Brasil por parte do parte. Estão apagando este vídeo da internet.,27/01/2022,1
"
Flávio Dino mandou fechar posto da PRF em Toritoró (Maranhão)  ",politica,Flávio Dino fecha posto da PRF após policiais apreenderam carro com dinheiro de mãe de deputada Daniella Tema.,27/01/2022,1
"
Lula afirma, em vídeo, que vai transformar o Brasil em China comunista  ",politica,"Em vídeo, Lula afirma que pretende adotar no Brasil o mesmo regime comunista implementado na China em 2023.",25/01/2022,1
"
Omar Aziz não tomou a vacina contra a Covid-19  ",politica,O senador Omar Aziz não tomou doses da vacina contra a Covid-19. A prova disso são registros da Secretaria de Saúde de Manaus e do DF.,24/01/2022,1
"
Lula diz que está falando com o demônio e fez pacto com o diabo  ",politica,"Em vídeo, durante encontro com membros de religiões de matrizes africanas, Lula disse que está falando com o demônio e que fez pacto com o diabo.",24/01/2022,1
"
Aposentadoria de Lula é de R$ 45 mil, mostra contracheque  ",politica,Foto de contracheque mostra que o ex-presidente Lula ganha uma aposentadoria de R$ 45 mil como anistiado político.,23/01/2022,1
"
Lula é vaiado e expulso de shopping por multidão em 2022  ",politica,Vídeo mostra o momento em que o ex-presidente Lula foi vaiado e expulso de um shopping. Filmagem foi feita em 2022 e prova que pesquisas eleitorais estão erradas.,22/01/2022,1
"
Biometria será exigida nas eleições de 2022 em todo o Brasil  ",politica,A biometria será exigida nas eleições de 2022 em todo o Brasil. Prazo limite para fazer o cadastramento biométrico será maio de 2022.,22/01/2022,1
"
TCU abre caminho para prisão de Sérgio Moro  ",politica,TCU entrega informações sobre Sérgio Moro ao Ministério Público e abre brecha para a prisão do ex-juiz.,21/01/2022,1
"
Steve Bannon e Mike Lindell estão certos ao dizer que eleições com urnas eletrônicas no Brasil são fraudadas  ",politica,"Em evento, Steve Bannon e Mike Lindell revelam a verdade sobre o Brasil: as eleições em urnas eletrônicas são fraudadas e Bolsonaro será derrotado por Lula.",19/01/2022,1
"
Filme Lula o Maior Ladrão da História do Brasil (Corrupção em Vertigem) vai ao ar em TVs da Europa e EUA  ",politica,"Vai ao ar em TVs da Europa e dos EUA, o filme Lula o Maior Ladrão da História do Brasil (Corrupção em Vertigem). Ele é recheado de verdades sobre Bolsonaro.",07/01/2022,1
"
Lula é flagrado na lancha Lulalu, do Lulinha, na cidade de Angra dos Reis em 2022  ",politica,"O ex-presidente Lula foi flagrado na lancha Lulalu, de R$ 7 milhões de seu filho, o Lulinha, em Angra dos Reis (RJ) no ano de 2022.",06/01/2022,1
"
Lula não consegue sair do aeroporto de Recife (Pernambuco) após “povo fechar ruas” em 2022  ",politica,Lula foi visitar Pernambuco em 2022. Só que o povo fechou as ruas nas imediações do aeroporto de Recife e ele teve que voltar para o avião.,05/01/2022,1
"
TV Globo entrou na Justiça para entrevistar Adélio e dar golpe em Bolsonaro  ",politica,"Para entrevistar Adélio Bispo de Oliveira, a Globo entrou na Justiça e conseguiu uma autorização. Desejo é prejudicar a candidatura do presidente Jair Bolsonaro.",04/01/2022,1
"
Carne bovina está cara por culpa da Friboi, de Lula e do PT  ",politica,A carne está cara no Brasil porque o PT financiou o monopólio da Friboi (JBS) no mercado nacional. Não há nenhuma relação com o presidente Jair Bolsonaro.,03/01/2022,1
"
Maçonaria tem plano de matar Bolsonaro para eleger Lula  ",politica,Foram descobertas provas de que a maçonaria está planejando matar o presidente Jair Bolsonaro para que Lula seja eleito presidente em 2022. ,01/01/2022,1
"
Ferrovia do Sol é mais uma obra do presidente Bolsonaro  ",politica,"Vídeo mostra a Ferrovia do Sol, que vai cruzar o Nordeste brasileiro. Obra é mais uma criada pelo presidente Jair Bolsonaro. ",29/12/2021,1
"
Bolsonaro mandou instalar painéis solares no canal do São Francisco, mostra foto  ",politica,Imagens mostram painéis solares que o presidente Jair Bolsonaro mandou instalar no canal de transposição do Rio São Francisco. ,28/12/2021,1
"
The Economist escolhe Lula como o presidente mais corrupto do mundo  ",politica,A revista britânica The Economist escolheu o ex-presidente Lula como o político mais corrupto do mundo. Prova disso é uma capa da publicação.,24/12/2021,1
"
Alckmin é atingido por chuva de ovos após aceitar ser vice de Lula  ",politica,"Após ser oficialmente confirmado como vice de Lula, Geraldo Alckmin é atacado com chuva de ovos, em Jundiaí (SP)",23/12/2021,1
"
Preço da gasolina está alto porque Petrobras teve que pagar indenização aos EUA  ",politica,"Após Lula e Dilma serem condenados, Petrobras precisa pagar indenização de 880 bilhões. Isso fez o preço da gasolina disparar.",21/12/2021,1
"
Bolsonaro diz que pobre não sabe lidar com dinheiro e que patrão não devia dar pagar nada  ",politica,O presidente Jair Bolsonaro declarou que pobre não sabe lidar dinheiro e que patrão não deveria pagar trabalhador porque eles gastam só com dinheiro e cachaça. ,19/12/2021,1
"
Pesquisa mostra que Bolsonaro está em 1º lugar, 10 pontos à frente de Lula  ",politica,Pesquisa exclusiva da CNN mostra que Bolsonaro está em 1º lugar nas pesquisas de intenção de voto para eleições de 2022. Ele está 10 pontos percentuais à frente de Lula. ,18/12/2021,1
"
Seguro Defeso é pago para 40 mil pessoas em Brasília (que não tem rio e mar)  ",politica,Bolsonaro descobriu que 40 mil pescadores recebem o Seguro Defeso em Brasília. Detalhe: a cidade fica no cerrado e não tem rio ou mar. ,15/12/2021,1
"
Revista Time vai processar Bolsonaro por uso indevido de imagem  ",politica,A revista Time anunciou que vai entrar com um processo contra Jair Bolsonaro. O motivo seriam imagens falsas de capas em que o presidente do Brasil aparece como Pessoa do Ano.,14/12/2021,1
"
Eduardo Paes anunciou aumento no preço de pedágio na Linha Amarela (Rio de Janeiro)  ",politica,"O prefeito do Rio de Janeiro, Eduardo Paes, anunciou um aumento no preço dos pedágios na Linha Amarela. Agora, o preço será de R$ 7,20.",09/12/2021,1
"
Lula é recebido por batucada com grito de “filho da p…” em aeroporto  ",politica,Vídeo mostra o momento em que o ex-presidente Lula foi recebido e xingado de “filho da p…” por um grupo de percussão (batucada) em um aeroporto. ,09/12/2021,1
"
Gilmar Mendes nunca foi advogado e nunca passou em concurso público  ",politica,O ministro do STF Gilmar Mendes nunca atuou como advogado e sequer fez um concurso público para um cargo no âmbito do direito. ,08/12/2021,1
"
Bolsonaro foi escolhido como Personalidade do Ano da revista Time  ",politica,A revista Time acabou de escolher o presidente do Brasil Jair Bolsonaro como a Personalidade do Ano de 2021. ,07/12/2021,1
"
PT entrará na Justiça para impedir que Bolsonaro combata seca no Nordeste  ",politica,"Por considerar a seca como um patrimônio histórico, o PT entrou na Justiça para impedir que Bolsonaro combata falta de água no Nordeste.",03/12/2021,1
"
Projeto de lei 4674/2021 proíbe sinuca por ser considerado um jogo racista  ",politica,"O deputado José Ricardo (PT-AM) criou o projeto de lei 4674/2021, que prevê a proibição da sinuca. O motivo seria o jogo ser racista. ",02/12/2021,1
"
Irmão de Adélio Bispo denuncia que Bolsonaro faz pressão para culpar Lula  ",politica,"Em vídeo, o irmão de Adélio Bispo denuncia que Bolsonaro está pressionando Adélio para que Lula seja culpado pela tentativa de assassinato ocorrido nas eleições de 2018.",30/11/2021,1
"
Jarbas Passarinho inventou apelido de “noivinha do Aristides” para Bolsonaro  ",politica,O apelido ao presidente Jair Bolsonaro de “noivinha do Aristides” surgiu de declaração de Jarbas Passarinho sobre o presidente em 2011.,29/11/2021,1
"
Foto mostra Bolsonaro e Sargento Aristides nos tempos de Exército  ",politica,Foto mostra o presidente Jair Bolsonaro e o Sargento Aristides de mãos dadas e abraçados nos tempos de Exército. Foi aí que surgiu o termo “noivinha do Aristides”.,29/11/2021,1
"
Foto mostra João Doria com cabelos compridos na juventude  ",politica,"Em montagem comparativa com Bolsonaro, João Doria é mostrado com cabelos compridos na “juventude”.",28/11/2021,1
"
Bruno Maranhão do MST é preso com avião lotado de armas e drogas  ",politica,"Vídeo mostra o momento da apreensão do avião de Bruno Maranhão, líder do MST em 2021. Aeronave estava lotada de armas e drogas.",14/11/2021,1
"
Eduardo Bolsonaro apanha da população, mostra vídeo  ",politica,Vídeo mostra o momento em que o deputado federal Eduardo Bolsonaro apanhou da população e levou um chute na bunda. ,11/11/2021,1
"
Jean Wyllys desapareceu depois de ser intimado a depor sobre caso Adélio  ",politica,"Após receber intimação para depor no caso da facada de Adélio em Bolsonaro, Jean Wyllys desaparece em Barcelona (Espanha), onde morava. ",10/11/2021,1
"
Lula é proibido de deixar o país em novembro de 2021  ",politica,Juíza do Distrito Federal determina a apreensão do passaporte do ex-presidente Lula em novembro de 2021 e o ex-presidente está proibido de deixar o país.,08/11/2021,1
"
Lula vai fugir para a Venezuela para pedir asilo político porque é monitorado pela PF e acusado no exterior  ",politica,Ex-presidente Lula fugirá para a Venezuela para pedir asilo político após acusações no exterior e é monitorado pela PF. ,06/11/2021,1
"
Projeto de lei 2469/2021, de João Flores (PT-BA), cria descontos para homens gays  ",politica,O deputado federal João Flores (PT-BA) criou o projeto de lei 2469/2021. Ele prevê descontos e benefício para homens que se declararem gays e tiverem carteira LGBT.,04/11/2021,1
"
Lula desiste de ser candidato nas eleições de 2022  ",politica,"Em entrevista nesta semana, o ex-presidente Lula anunciou que desistiu de ser candidato à Presidência da República nas eleições de 2022. Ele fugiu de Bolsonaro.",04/11/2021,1
"
Lula é dono da Folha de S.Paulo e detém 52% das ações de jornal  ",politica,"Lula detém 52% das ações da Folha de S.Paulo. Em outras palavras, ele é o dono do jornal.",02/11/2021,1
"
Lula volta pra prisão imediatamente por causa de denúncia por narcotráfico  ",politica,Lula vai voltar para prisão imediatamente depois que deputado Éder Mauro o denunciou à PGR por narcotráfico e financiamento ilegal.,02/11/2021,1
"
Presídio de Palmas (Tocantins) é administrado pelo Exército, Policiais Federais e Bolsonaro  ",politica,"Presídio de Palmas (Tocantins) tem detentos cantando Hino Nacional porque é administrado pelo Exército, Polícia Federal e Bolsonaro.",30/10/2021,1
"
Lula é acusado como traficante e vai ao STF para impedir decisão de Justiça dos EUA  ",politica,O ex-presidente Lula está respondendo processo como traficante e entrou com ação no STF para evitar extradição de Hugo Carvajal para os Estados Unidos.,29/10/2021,1
"
Revista Exame publicou fake news sobre vacina e aids lida por Bolsonaro em live  ",politica,"A notícia falsa que aponta que vacinas contra a Covid-19 causam aids, que foi lida por Bolsonaro em live, foi publicada na revista Exame.",26/10/2021,1
"
Dilma iria doar 1.200 tratores para África, mas Bolsonaro descobriu e doou para o Nordeste  ",politica,"Os auditores do Bolsonaro descobriram que Dilma iria doar 1.200 tratores para a África. Como os tratores não foram entregues, tudo foi doado para os estados do Nordeste.",26/10/2021,1
"
Manifestação “Renan Vagabundo” ocorre em frente à casa de senador hoje  ",politica,"Manifestantes gritam “Renan Vagabundo”, em frente à casa do senador Renan Calheiros, após relatório da CPI da Covid. ",25/10/2021,1
"
Moro está envolvido até o pescoço em falcatrua com inquérito na PF, denunciam jornais  ",politica,"Fato comprovado: o ex-ministro da Justiça Sérgio Moro vendeu os inquéritos da Polícia Federal para João Doria. Bolsonaro, jornais e rádios fizeram a denúncia. ",19/10/2021,1
"
Polícia do Planalto prendeu homem que fez ameaças a Bolsonaro e Jornal Nacional escondeu  ",politica,"O Jornal Nacional só mostrou a Polícia do Planalto prendendo um homem, mas escondeu que ele queria matar o presidente Jair Bolsonaro. ",18/10/2021,1
"
MST e PT destruíram 500 casas populares que seriam entregues em Santa Cruz do Capibaribe, Pernambuco  ",politica,"Bolsonaro iria entregar 500 casas populares para pessoas de baixa renda em Santa Cruz do Capibaribe (Pernambuco). Porém, o MST, o PT, o MTST e a esquerda chegaram antes e destruíram tudo.",18/10/2021,1
"
Câmara dos Deputados vai gastar mais de R$ 3 milhões com engraxate  ",politica,"A Câmara dos Deputados aprovou licitação em que vai contratar serviços de engraxate por mais de R$ 3 milhões (exatamente R$ 3,135 milhões).",17/10/2021,1
"
General Tácito Cavalcanti é o novo ministro da Defesa e anuncia que vai enquadrar o STF  ",politica,"O general Tácito Cavalcanti foi escolhido como novo ministro da Defesa. Em entrevista coletiva, ele afirma que, “dentro da Constituição”, vai conversar com ministros do STF e apontar seus erros.",16/10/2021,1
"
STF “amarelou” porque Exército agiu e cogita barrar candidatura de Lula (que dançou)  ",politica,Exército mostrou limites para STF e ministros decidem barrar candidatura de Lula para evitar intervenção militar.,12/10/2021,1
"
Centro de pesquisa Sirius foi criado e implantado por Bolsonaro  ",politica,"Bolsonaro criou e implantou o Sirius, o acelerador de partículas brasileiro, e fez um grande investimento em Ciência no país.",11/10/2021,1
"
Saiu o Ibope! Bolsonaro: 88%, todos os outros juntos (Ciro, Marina e Lula): 12%  ",politica,"O Ibope aponta que o presidente Jair Bolsonaro está com 88% das intenções de votos para as eleições de 2022. Todos os outros candidatos (Ciro, Marina, Lula etc) estão com 12%.",10/10/2021,1
"
Jorge Paulo Lemann é dono da fábrica de absorventes P&G e, por isso, Tabata Amaral sugeriu projeto  ",politica,"Está explicado por que a deputada Tabata Amaral sugeriu um projeto para distribuição de absorventes. Seu financiador, Jorge Paulo Lemann, é dono da fábrica de absorventes P&G.",10/10/2021,1
